Age,Height,Weight,Team,Year,Host_City,Event,GDP_adjustedPPP_Value,Cereal_yield_kg_per_hectare_Value,Military_expenditure_Value,Tax_revenue,Expense,Central_government_debt,Avg_Temp,Representing_Host,Medal_Binary
28.0,180.0,73.0,Italy,1980,Moskva,Athletics Men's 200 metres,1051994753957.28,3521.1,8924122463.92867,183317782964.10992,407106009160.4593,753853788281.6494,13.45,N,1
28.0,180.0,73.0,Italy,1980,Moskva,Athletics Men's 4 x 400 metres Relay,1051994753957.28,3521.1,8924122463.92867,183317782964.10992,407106009160.4593,753853788281.6494,13.45,N,1
32.0,180.0,73.0,Italy,1984,Los Angeles,Athletics Men's 200 metres,1051994753957.28,3927.2,9353038092.56167,221183871881.12207,460413981748.2714,753853788281.6494,13.45,N,0
32.0,180.0,73.0,Italy,1984,Los Angeles,Athletics Men's 4 x 100 metres Relay,1051994753957.28,3927.2,9353038092.56167,221183871881.12207,460413981748.2714,753853788281.6494,13.45,N,0
32.0,180.0,73.0,Italy,1984,Los Angeles,Athletics Men's 4 x 400 metres Relay,1051994753957.28,3927.2,9353038092.56167,221183871881.12207,460413981748.2714,753853788281.6494,13.45,N,0
36.0,180.0,73.0,Italy,1988,Seoul,Athletics Men's 200 metres,1051994753957.28,3807.0,19620817124.9637,245296982824.8976,447733092625.136,753853788281.6494,13.45,N,0
22.0,175.0,70.0,Nicaragua,1968,Mexico City,Athletics Men's 400 metres,8016955958.98988,1091.7,6891062.97072754,2105720612.3685136,5229229244.399977,5759843853.994586,24.9,N,0
22.0,175.0,70.0,Nicaragua,1968,Mexico City,Athletics Men's 800 metres,8016955958.98988,1091.7,6891062.97072754,2105720612.3685136,5229229244.399977,5759843853.994586,24.9,N,0
26.0,175.0,70.0,Nicaragua,1972,Munich,Athletics Men's 400 metres,8016955958.98988,891.3,10967466.4182002,2105720612.3685136,5229229244.399977,5545591905.071287,24.9,N,0
26.0,175.0,70.0,Nicaragua,1972,Munich,Athletics Men's 800 metres,8016955958.98988,891.3,10967466.4182002,2105720612.3685136,5229229244.399977,5545591905.071287,24.9,N,0
30.0,175.0,70.0,Nicaragua,1976,Montreal,"Athletics Men's 1,500 metres",8016955958.98988,1030.2,25234878.4843544,2105720612.3685136,5229229244.399977,5346016733.404563,24.9,N,0
29.0,170.0,61.0,Ghana,1964,Tokyo,Athletics Men's 4 x 400 metres Relay,18144991955.8527,777.6,33302237.237994395,2481815359.631588,3721570785.307127,13036409446.718193,27.2,N,0
23.0,180.0,77.0,Ghana,1984,Los Angeles,Athletics Men's 100 metres,18144991955.8527,840.1,44624487.0269248,2481815359.631588,3721570785.307127,11196375695.922894,27.2,N,0
23.0,180.0,77.0,Ghana,1984,Los Angeles,Athletics Men's 4 x 100 metres Relay,18144991955.8527,840.1,44624487.0269248,2481815359.631588,3721570785.307127,11196375695.922894,27.2,N,0
24.0,170.0,72.0,Ghana,2000,Sydney,Athletics Men's 4 x 400 metres Relay,33903637668.5276,1309.2,50882608.2408578,4637233729.166551,6953697624.656849,18532592635.36826,27.2,N,0
30.0,201.0,120.0,Ireland,2000,Sydney,Athletics Men's Discus Throw,114832541867.182,7801.9,694674774.2767639,30289738063.906406,31795113040.86174,44672807681.141884,9.3,N,0
26.0,170.0,60.0,Kenya,1988,Seoul,"Athletics Men's 10,000 metres",35997068520.4514,1745.6,250942407.491928,6075218351.3316965,8215552329.603482,21315891985.637383,24.75,N,0
30.0,170.0,60.0,Kenya,1992,Barcelona,Athletics Men's Marathon,38281784646.0625,1661.1,156036602.021306,6460809453.729664,8736989370.44426,20720769309.65912,24.75,N,0
27.0,172.0,62.0,Ethiopia,1960,Roma,"Athletics Men's 5,000 metres",20257819022.4412,1313.0,15335262.6515917,1750111407.4776413,3258520477.0925517,9795254505.03101,22.2,N,0
27.0,172.0,62.0,Ethiopia,1960,Roma,"Athletics Men's 10,000 metres",20257819022.4412,1313.0,15335262.6515917,1750111407.4776413,3258520477.0925517,9795254505.03101,22.2,N,0
36.0,172.0,62.0,Ethiopia,1968,Mexico City,Athletics Men's Marathon,20257819022.4412,1313.0,34660000.0,1750111407.4776413,3258520477.0925517,9795254505.03101,22.2,N,0
24.0,167.0,52.0,Puerto Rico,1984,Los Angeles,Athletics Men's Marathon,50801032620.3064,7956.5,16987183971.433418,8110381651.721365,12386201474.848476,31346800722.847454,0.0,N,0
21.0,175.0,63.0,Mexico,1988,Seoul,Athletics Men's 20 kilometres Walk,545539459079.817,2180.5,981914645.5736848,62256755635.49172,129839119413.68974,254367905610.32648,21.0,N,0
25.0,175.0,63.0,Mexico,1992,Barcelona,Athletics Men's 50 kilometres Walk,625706437318.93,2708.2,2000064622.4433696,72597184829.88039,83607234555.20016,176117928950.46872,21.0,N,1
25.0,169.0,53.0,Ethiopia,2008,Beijing,Athletics Men's Marathon,73862457732.4032,1446.3,388187596.747412,5771718996.819163,9512052097.576044,27665344121.524303,22.2,N,0
34.0,178.0,72.0,Greece,2016,Rio de Janeiro,Athletics Men's Marathon,293903128075.57697,4144.8,4963484464.40452,78330116553.45494,142140593541.68277,171836404101.0804,15.4,N,0
33.0,182.0,61.0,United Kingdom,2012,London,Athletics Men's Marathon,2414958511132.59,6215.1,58495656720.591,606605438162.919,1015810237246.203,2422110388037.076,8.45,Y,0
24.0,171.0,60.0,United Kingdom,1960,Roma,"Athletics Men's 10,000 metres",955939756230.106,3176.5,4587798164.88073,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
27.0,188.0,72.0,United States,2012,London,Athletics Men's 110 metres Hurdles,16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,1
22.0,191.0,86.0,United States,2008,Beijing,Athletics Men's 400 metres,14718582000000.0,6598.3,621131000000.0,1517800000000.0002,3366400000000.003,9425376000000.004,8.55,N,1
22.0,191.0,86.0,United States,2008,Beijing,Athletics Men's 4 x 400 metres Relay,14718582000000.0,6598.3,621131000000.0,1517800000000.0002,3366400000000.003,9425376000000.004,8.55,N,1
26.0,191.0,86.0,United States,2012,London,Athletics Men's 400 metres,16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,0
30.0,191.0,86.0,United States,2016,Rio de Janeiro,Athletics Men's 200 metres,18707189000000.0,8142.9,600106443000.0,2054599999999.9998,4225400000000.0005,18523318000000.004,8.55,N,0
30.0,191.0,86.0,United States,2016,Rio de Janeiro,Athletics Men's 400 metres,18707189000000.0,8142.9,600106443000.0,2054599999999.9998,4225400000000.0005,18523318000000.004,8.55,N,1
30.0,191.0,86.0,United States,2016,Rio de Janeiro,Athletics Men's 4 x 400 metres Relay,18707189000000.0,8142.9,600106443000.0,2054599999999.9998,4225400000000.0005,18523318000000.004,8.55,N,1
25.0,186.0,83.0,"Egypt, Arab Rep.",2000,Sydney,Athletics Men's Long Jump,409329979983.818,7280.1,2627698333.8373604,59068423864.569244,106597005825.28273,351158188373.52386,22.1,N,0
24.0,180.0,86.0,"Egypt, Arab Rep.",1984,Los Angeles,Athletics Men's 400 metres,213933012068.196,4347.5,3742137511.2321296,39462516688.14926,81192994105.50232,183529994441.47437,22.1,N,0
31.0,190.0,79.0,Canada,1968,Mexico City,Athletics Men's 20 kilometres Walk,558639235991.033,1734.5,1797265817.14572,79120748015.5323,135120341730.69266,401358668612.24506,0.0,N,0
31.0,190.0,79.0,Canada,1968,Mexico City,Athletics Men's 50 kilometres Walk,558639235991.033,1734.5,1797265817.14572,79120748015.5323,135120341730.69266,401358668612.24506,0.0,N,0
35.0,190.0,79.0,Canada,1972,Munich,Athletics Men's 50 kilometres Walk,558639235991.033,1987.7,2233737030.6879396,79120748015.5323,135120341730.69266,386429118584.9823,0.0,N,0
30.0,191.0,105.0,Germany,1996,Atlanta,Athletics Men's Shot Put,1974932975184.16,6282.0,38989886648.8428,214734694505.24738,639219385165.8583,719793039410.876,8.5,N,0
34.0,191.0,105.0,Germany,2000,Sydney,Athletics Men's Shot Put,2244218683230.81,6452.9,28149990786.8067,261762245236.6216,699968507477.0857,429243776904.34766,8.5,N,0
20.0,175.0,67.0,Spain,2012,London,"Athletics Men's 3,000 metres Steeplechase",1496188357583.57,2842.5,18860623363.4077,183108481443.96368,382519684132.9763,1254891909127.1106,13.3,N,0
24.0,175.0,67.0,Spain,2016,Rio de Janeiro,"Athletics Men's 3,000 metres Steeplechase",1706683528932.57,3430.3,14014439635.1839,236468870660.42044,336020820525.1822,1776906973515.4277,13.3,N,0
21.0,177.0,59.0,Eritrea,2012,London,"Athletics Men's 5,000 metres",6758835465.49469,453.5,181583668.998912,1108401067.3715703,1716432680.9775882,3804805923.8652925,25.5,N,0
25.0,177.0,59.0,Eritrea,2016,Rio de Janeiro,Athletics Men's Marathon,6758835465.49469,414.2,181583668.998912,1120147176.4106076,1741548530.1702023,3951689762.222615,25.5,N,0
19.0,180.0,62.0,Ethiopia,2008,Beijing,"Athletics Men's 3,000 metres Steeplechase",73862457732.4032,1446.3,388187596.747412,5771718996.819163,9512052097.576044,27665344121.524303,22.2,N,0
23.0,180.0,62.0,Ethiopia,2012,London,"Athletics Men's 3,000 metres Steeplechase",115941272342.921,2046.8,366539017.667525,10872502627.796568,9816028513.209661,18640655747.099762,22.2,N,0
33.0,182.0,62.0,Eritrea,2008,Beijing,Athletics Men's Marathon,5626561750.56509,252.2,181583668.998912,953192448.3874013,1381618452.737908,2935357685.022564,25.5,N,0
26.0,196.0,120.0,Bosnia and Herzegovina,2012,London,Athletics Men's Shot Put,37145743172.4605,3000.6,197344650.21252,7606534336.6380005,14498975138.566029,18234943073.71365,9.85,N,0
30.0,196.0,120.0,Bosnia and Herzegovina,2016,Rio de Janeiro,Athletics Men's Shot Put,43420018443.5083,5191.7,164467034.385229,8664090054.069561,15338820845.67917,22958389176.163715,9.85,N,0
21.0,170.0,60.0,Lithuania,1992,Barcelona,Athletics Men's 20 kilometres Walk,21498847193.9764,1934.1,20769763.769377,4260076963.511014,7018994365.572014,11636674132.323051,6.2,N,0
23.0,188.0,79.0,France,2000,Sydney,Athletics Men's Pole Vault,1589466159270.73,7231.5,33814262023.2172,373575636394.90967,701477511179.9117,868842721995.356,10.7,N,0
27.0,188.0,79.0,France,2004,Athina,Athletics Men's Pole Vault,1820573965868.89,7518.7,53007021660.985985,405356316754.96924,819549209971.5907,1025217628799.7593,10.7,N,0
31.0,188.0,79.0,France,2008,Beijing,Athletics Men's Pole Vault,2259256991361.58,7252.8,66009448126.8539,500391212350.0638,1009496617430.608,1178646510254.3535,10.7,N,0
35.0,188.0,79.0,France,2012,London,Athletics Men's Pole Vault,2474003939353.38,7254.5,60035153810.7707,561165982274.095,1189301291837.8616,1392711050916.0544,10.7,N,0
29.0,172.0,62.0,Ireland,1960,Roma,Athletics Men's Marathon,48275910748.0886,3141.5,25800590.105804507,10540484756.949766,13818899545.729778,29007802666.594208,9.3,N,0
27.0,177.03880070546737,72.56675508399647,Cameroon,1984,Los Angeles,Athletics Men's 100 metres,22865519750.5969,1076.6,127243641.82288,3650478785.114016,5575023180.627467,14109179559.467993,24.6,N,0
27.0,180.8978622327791,72.42777777777778,Cameroon,1984,Los Angeles,Athletics Men's 4 x 400 metres Relay,22865519750.5969,1076.6,127243641.82288,3650478785.114016,5575023180.627467,14109179559.467993,24.6,N,0
26.0,179.0,73.0,United Kingdom,1960,Roma,Athletics Men's 400 metres Hurdles,955939756230.106,3176.5,4587798164.88073,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
22.0,188.0,87.0,United Kingdom,1964,Tokyo,Athletics Men's 400 metres,955939756230.106,3734.7,5508997796.40088,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
22.0,188.0,87.0,United Kingdom,1964,Tokyo,Athletics Men's 4 x 400 metres Relay,955939756230.106,3734.7,5508997796.40088,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,1
19.0,190.0,73.0,Canada,1984,Los Angeles,Athletics Men's High Jump,558639235991.033,2028.0,7349795763.93554,79120748015.5323,135120341730.69266,344708599477.85535,0.0,N,0
20.0,189.0,76.0,Nigeria,2008,Beijing,Athletics Men's 100 metres,663451524388.485,1598.4,1615533210.73676,22359031386.815464,37860075426.61668,47218820387.33644,26.8,N,0
20.0,189.0,76.0,Nigeria,2008,Beijing,Athletics Men's 200 metres,663451524388.485,1598.4,1615533210.73676,22359031386.815464,37860075426.61668,47218820387.33644,26.8,N,0
20.0,189.0,76.0,Nigeria,2008,Beijing,Athletics Men's 4 x 100 metres Relay,663451524388.485,1598.4,1615533210.73676,22359031386.815464,37860075426.61668,47218820387.33644,26.8,N,0
24.0,189.0,76.0,Nigeria,2012,London,Athletics Men's 100 metres,901713561532.182,1399.7,2316478199.86159,14085642182.483074,46493088092.15452,94274846686.58224,26.8,N,0
26.0,176.0,72.0,Germany,1968,Mexico City,Athletics Men's 100 metres,1542829292000.47,3619.6,4827481334.070029,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
26.0,176.0,72.0,Germany,1968,Mexico City,Athletics Men's 200 metres,1542829292000.47,3619.6,4827481334.070029,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
26.0,176.0,72.0,Germany,1968,Mexico City,Athletics Men's 4 x 100 metres Relay,1542829292000.47,3619.6,4827481334.070029,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
21.0,181.0,75.0,France,1972,Munich,Athletics Men's 200 metres,1026359782091.95,4168.7,7531246911.71805,191676161211.1877,307961698763.933,709966791432.5177,10.7,N,0
21.0,181.0,75.0,France,1972,Munich,Athletics Men's 4 x 100 metres Relay,1026359782091.95,4168.7,7531246911.71805,191676161211.1877,307961698763.933,709966791432.5177,10.7,N,0
26.0,178.0,64.0,Italy,2012,London,"Athletics Men's 5,000 metres",2157547299764.22,5315.1,33732753946.4521,509866516166.9103,910165554189.9431,1676846295728.1265,13.45,N,0
26.0,178.0,64.0,Italy,2012,London,"Athletics Men's 10,000 metres",2157547299764.22,5315.1,33732753946.4521,509866516166.9103,910165554189.9431,1676846295728.1265,13.45,N,0
30.0,178.0,64.0,Italy,2016,Rio de Janeiro,Athletics Men's Marathon,2367103829117.2,5599.0,28205844820.9212,556674688938.5092,993173597666.7217,1839713682241.316,13.45,N,0
23.0,185.0,72.0,Mauritius,1996,Atlanta,Athletics Men's 4 x 100 metres Relay,7780891186.99944,4866.7,12973518.0882656,1152582406.05541,1461316138.7379608,2781721225.434181,22.4,N,0
18.0,175.0,55.0,Ethiopia,1996,Atlanta,"Athletics Men's 5,000 metres",27490504533.5508,1213.6,126454733.235931,2461084226.204855,3050205213.032312,19834401594.78547,22.2,N,0
22.0,175.0,55.0,Ethiopia,2000,Sydney,"Athletics Men's 10,000 metres",32597956575.1223,1116.3,617541613.6279,3091702770.6386933,5325184511.434858,26146922411.35669,22.2,N,1
28.0,170.0,68.0,"Venezuela, RB",2016,Rio de Janeiro,Athletics Men's 4 x 400 metres Relay,543891068685.689,3426.9,218154892.929075,90139499322.55547,140144363045.6736,317996906251.40027,25.35,N,0
22.0,175.0,64.0,Tanzania,1964,Tokyo,"Athletics Men's 10,000 metres",24472777608.684,804.4,14629994.1480023,2802489183.0718994,4371935223.56945,17582655863.475075,22.35,N,0
32.0,177.0,70.0,Botswana,1980,Moskva,"Athletics Men's 1,500 metres",7068967861.18459,237.2,31844060.6002123,1944080179.861485,1886113911.679626,803819634.1531191,21.5,N,0
29.0,175.0,70.0,Chad,1984,Los Angeles,Athletics Men's 800 metres,4274296585.36667,503.8,40049707.4082804,682391180.0981033,1042150049.69104,2637456688.986261,26.55,N,0
26.0,180.0,76.0,Belgium,1976,Montreal,Athletics Men's 100 metres,186978038235.92105,8021.4,2109619988.3594198,47653220361.40485,84688277150.46533,124684197630.8347,9.55,N,0
26.0,180.0,76.0,Belgium,1976,Montreal,Athletics Men's 200 metres,186978038235.92105,8021.4,2109619988.3594198,47653220361.40485,84688277150.46533,124684197630.8347,9.55,N,0
23.0,190.0,85.0,Poland,2012,London,Athletics Men's Pole Vault,907167369644.71,3704.9,8986838792.09222,144824982963.7316,316209842286.4675,548422576438.9821,7.85,N,0
24.0,188.0,97.0,Germany,1980,Moskva,Athletics Men's Javelin Throw,1542829292000.47,4227.6,26692620066.7558,159244969989.7515,393127614518.6682,324149713504.99634,8.5,N,0
32.0,188.0,97.0,Germany,1988,Seoul,Athletics Men's Javelin Throw,1542829292000.47,5173.7,35096843455.7166,152026640728.91885,395624221290.8293,324149713504.99634,8.5,N,0
26.0,180.0,61.0,United States,1996,Atlanta,"Athletics Men's 10,000 metres",8100201000000.0,5175.3,271417000000.0,918229999999.9991,1615059999999.9995,3773520000000.0005,8.55,Y,0
28.0,190.0,87.0,United Kingdom,1964,Tokyo,Athletics Men's 50 kilometres Walk,955939756230.106,3734.7,5508997796.40088,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
29.0,176.0,62.0,Germany,1972,Munich,"Athletics Men's 10,000 metres",1542829292000.47,3770.2,9006765501.46289,167012210747.6594,312347989447.55884,324149713504.99634,8.5,Y,0
33.0,176.0,62.0,Germany,1976,Montreal,Athletics Men's Marathon,1542829292000.47,3495.7,15457151068.4076,157506836219.94397,381625692055.37085,324149713504.99634,8.5,N,0
19.0,155.0,70.0,Jamaica,1992,Barcelona,Athletics Men's 4 x 100 metres Relay,12896682641.0398,1493.5,47192327.6263812,1358573070.3979197,2593135605.2783666,15941196236.483053,24.95,N,0
21.0,180.0,69.0,Belgium,1972,Munich,Athletics Men's 800 metres,186978038235.92105,8021.4,1026588090.80827,47653220361.40485,84688277150.46533,129338853870.65057,9.55,N,0
21.0,180.0,69.0,Belgium,1972,Munich,"Athletics Men's 1,500 metres",186978038235.92105,8021.4,1026588090.80827,47653220361.40485,84688277150.46533,129338853870.65057,9.55,N,0
25.0,180.0,69.0,Belgium,1976,Montreal,"Athletics Men's 1,500 metres",186978038235.92105,8021.4,2109619988.3594198,47653220361.40485,84688277150.46533,124684197630.8347,9.55,N,0
28.0,183.0,73.0,Romania,2016,Rio de Janeiro,Athletics Men's 50 kilometres Walk,470257995107.2221,3971.2,2644159836.08537,78756549236.42715,151666029527.34195,274945841536.70166,8.8,N,0
22.0,201.0,115.0,Croatia,2016,Rio de Janeiro,Athletics Men's Shot Put,102374022102.728,6742.3,702005705.9294361,21905985801.066998,40653364565.56911,59855041171.84368,10.9,N,0
25.0,182.0,78.0,Hungary,1964,Tokyo,Athletics Men's 100 metres,86215466284.409,2111.7,150166666.66666698,22030855082.356606,42903065134.01056,61418146326.64208,9.75,N,0
25.0,182.0,78.0,Hungary,1964,Tokyo,Athletics Men's 4 x 100 metres Relay,86215466284.409,2111.7,150166666.66666698,22030855082.356606,42903065134.01056,61418146326.64208,9.75,N,0
22.0,180.0,75.0,Mexico,1960,Roma,Athletics Men's Decathlon,545539459079.817,1104.9,84000000.0,41518932283.95068,55036724190.353004,254367905610.32648,21.0,N,0
26.0,190.0,78.0,Greece,1992,Barcelona,Athletics Men's High Jump,148778560362.838,3606.8,3623052914.9521103,24556066444.660065,64392948104.328,80529323698.04355,15.4,N,0
23.0,195.0,86.0,Belarus,2012,London,Athletics Men's Decathlon,168538202825.315,3478.0,817069894.085331,24712714602.10042,46554334903.17457,41172725805.783195,6.15,N,0
26.0,175.0,60.0,Greece,1984,Los Angeles,Athletics Men's Triple Jump,135526092507.5,3596.1,1994286405.2722301,18933214634.660828,42346473828.262566,83626438193.31815,15.4,N,0
23.0,183.0,81.0,Russian Federation,1960,Roma,Athletics Men's 110 metres Hurdles,1188578475445.01,1743.2,7766720078.413421,133630364335.37096,321485421614.6354,1710946824072.3472,-5.1,N,0
27.0,183.0,81.0,Russian Federation,1964,Tokyo,Athletics Men's 110 metres Hurdles,1188578475445.01,1743.2,7766720078.413421,133630364335.37096,321485421614.6354,1710946824072.3472,-5.1,N,1
23.0,175.0,69.0,Russian Federation,1960,Roma,Athletics Men's Triple Jump,1188578475445.01,1743.2,7766720078.413421,133630364335.37096,321485421614.6354,1710946824072.3472,-5.1,N,0
24.0,202.0,140.0,Belarus,2000,Sydney,Athletics Men's Shot Put,59900222373.2613,1948.0,140326204.73339,9958252936.0317,15178815245.28242,8993690026.1082,6.15,N,0
28.0,202.0,140.0,Belarus,2004,Athina,Athletics Men's Shot Put,85556411867.1887,2983.4,314314017.75712204,15717865220.076906,25042255885.771072,7265771956.24636,6.15,N,0
32.0,202.0,140.0,Belarus,2008,Beijing,Athletics Men's Shot Put,137218716195.742,3548.3,883027522.93578,34789595179.968704,46586249701.71714,14622896870.181648,6.15,N,0
36.0,202.0,140.0,Belarus,2012,London,Athletics Men's Shot Put,168538202825.315,3478.0,817069894.085331,24712714602.10042,46554334903.17457,41172725805.783195,6.15,N,0
25.0,173.0,76.0,Japan,1964,Tokyo,Athletics Men's Javelin Throw,2416532179883.48,4318.4,718055555.5555558,253662542778.30984,266043660862.7369,1278202236033.5024,11.15,Y,0
29.0,185.0,100.0,Finland,2004,Athina,Athletics Men's Javelin Throw,162691022874.495,3210.6,2892938123.9925,35549811209.9604,56368045104.29122,94743471467.65211,1.7,N,0
23.0,173.0,66.0,Italy,1976,Montreal,Athletics Men's 200 metres,1051994753957.28,3206.0,4333918788.45684,148541240980.40326,316746915951.94543,753853788281.6494,13.45,N,0
25.0,198.0,110.0,Belgium,2016,Rio de Janeiro,Athletics Men's Discus Throw,535073861459.992,6984.8,4314102066.67306,123424994455.98041,220681838800.0724,312841747836.45404,9.55,N,0
24.0,183.0,74.0,Hungary,1972,Munich,Athletics Men's 110 metres Hurdles,86215466284.409,3339.8,231632283.749548,22030855082.356606,42903065134.01056,61418146326.64208,9.75,N,0
21.0,190.0,80.0,Mauritius,1996,Atlanta,Athletics Men's 4 x 400 metres Relay,7780891186.99944,4866.7,12973518.0882656,1152582406.05541,1461316138.7379608,2781721225.434181,22.4,N,0
25.0,190.0,80.0,Mauritius,2000,Sydney,Athletics Men's 400 metres,10418348386.3853,8900.0,9360142.63074485,1797419190.9507654,2130175155.468322,3405075675.431474,22.4,N,0
25.0,190.0,80.0,Mauritius,2000,Sydney,Athletics Men's 4 x 100 metres Relay,10418348386.3853,8900.0,9360142.63074485,1797419190.9507654,2130175155.468322,3405075675.431474,22.4,N,0
29.0,190.0,80.0,Mauritius,2004,Athina,Athletics Men's 400 metres,13017740749.0304,6473.7,10935141.9168318,2178061914.7496347,2701041417.0505676,5238980246.672936,22.4,N,0
33.0,190.0,80.0,Mauritius,2008,Beijing,Athletics Men's 400 metres,17749637460.5862,6143.2,15580188.944497598,3011619941.05298,3201127827.4121203,5981428131.898012,22.4,N,0
22.0,182.0,75.0,Australia,2008,Beijing,Athletics Men's 400 metres,794914787843.467,1332.7,18633092318.2741,193133807459.13123,193807202213.81894,146443076170.0066,21.65,N,0
22.0,182.0,75.0,Australia,2008,Beijing,Athletics Men's 4 x 400 metres Relay,794914787843.467,1332.7,18633092318.2741,193133807459.13123,193807202213.81894,146443076170.0066,21.65,N,0
22.0,183.0,79.0,United States,1972,Munich,Athletics Men's 110 metres Hurdles,5979589000000.0,3908.2,77639000000.0,704943479943.4547,1061495023770.9237,2333054044102.4277,8.55,N,1
25.0,195.0,105.0,Germany,1960,Roma,Athletics Men's Discus Throw,1542829292000.47,2417.4,2884517772.40702,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
29.0,195.0,105.0,Germany,1964,Tokyo,Athletics Men's Discus Throw,1542829292000.47,3120.8,4888248898.62456,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,0
33.0,195.0,105.0,Germany,1968,Mexico City,Athletics Men's Discus Throw,1542829292000.47,3619.6,4827481334.070029,167012210747.6594,312347989447.55884,324149713504.99634,8.5,N,1
27.0,188.0,109.0,United Kingdom,1984,Los Angeles,Athletics Men's Hammer Throw,955939756230.106,6590.9,22732895543.6701,236859226347.38815,351972837905.203,288726030587.68756,8.45,N,0
31.0,188.0,109.0,United Kingdom,1988,Seoul,Athletics Men's Hammer Throw,955939756230.106,5399.4,34304125086.7175,219777718697.4459,296077879629.837,288726030587.68756,8.45,N,0
31.0,191.0,88.0,United States,2004,Athina,Athletics Men's Pole Vault,12274928000000.0,6850.9,464676000000.0,1165100000000.0,2498699999999.9937,6922545000000.0,8.55,N,0
35.0,191.0,88.0,United States,2008,Beijing,Athletics Men's Pole Vault,14718582000000.0,6598.3,621131000000.0,1517800000000.0002,3366400000000.003,9425376000000.004,8.55,N,0
39.0,191.0,88.0,United States,2012,London,Athletics Men's Pole Vault,16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,0
31.0,178.0,61.0,Italy,1996,Atlanta,Athletics Men's Marathon,1305974561257.44,4948.3,23442084365.5019,301316008578.90936,606326757255.2007,1015003752454.9386,13.45,N,0
25.0,175.0,69.0,France,1980,Moskva,Athletics Men's 800 metres,1026359782091.95,4854.2,26427190946.7001,198004499373.54187,374258635688.38446,658866116625.1111,10.7,N,0
22.0,182.0,72.0,Latvia,2004,Athina,Athletics Men's 800 metres,27642743956.6663,2426.2,229353322.500953,5644345727.85272,10901491204.860062,15566425173.638464,5.6,N,0
26.0,182.0,72.0,Latvia,2008,Beijing,Athletics Men's 800 metres,42310289234.9286,3104.4,581752272.926594,8814314904.67522,17875858838.574036,22073130655.466778,5.6,N,0
20.0,183.0,74.0,Australia,2004,Athina,Athletics Men's 200 metres,629935242731.7421,2116.3,11995219709.5054,153460738846.5256,162101876078.7689,144848893604.89932,21.65,N,0
26.0,185.0,78.0,Fiji,1984,Los Angeles,Athletics Men's Decathlon,2773762612.69242,2140.5,15601330.131165698,631227119.0167056,664498261.4669318,1021904677.3529052,24.4,N,0
30.0,185.0,78.0,Fiji,1988,Seoul,Athletics Men's 110 metres Hurdles,2773762612.69242,2378.2,24673835.5264078,631227119.0167056,664498261.4669318,1021904677.3529052,24.4,N,0
30.0,185.0,78.0,Fiji,1988,Seoul,Athletics Men's Decathlon,2773762612.69242,2378.2,24673835.5264078,631227119.0167056,664498261.4669318,1021904677.3529052,24.4,N,0
34.0,185.0,78.0,Fiji,1992,Barcelona,Athletics Men's 110 metres Hurdles,3026261816.52211,2154.1,30539125.343482,653703047.6448661,732662152.5914354,1019449192.9983284,24.4,N,0
34.0,185.0,78.0,Fiji,1992,Barcelona,Athletics Men's Decathlon,3026261816.52211,2154.1,30539125.343482,653703047.6448661,732662152.5914354,1019449192.9983284,24.4,N,0
23.0,168.0,68.0,United States,2000,Sydney,Athletics Men's 200 metres,10284779000000.0,5854.3,301697000000.0,1329630000000.0032,1837639999999.9995,3410250000000.0034,8.55,N,0
27.0,168.0,68.0,United States,2004,Athina,Athletics Men's 4 x 100 metres Relay,12274928000000.0,6850.9,464676000000.0,1165100000000.0,2498699999999.9937,6922545000000.0,8.55,N,1
20.0,191.0,85.0,United Kingdom,1960,Roma,Athletics Men's High Jump,955939756230.106,3176.5,4587798164.88073,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
24.0,191.0,85.0,United Kingdom,1964,Tokyo,Athletics Men's High Jump,955939756230.106,3734.7,5508997796.40088,220042852460.4669,282115585625.0246,288726030587.68756,8.45,N,0
22.0,188.0,79.0,Australia,1996,Atlanta,Athletics Men's Pole Vault,402330256116.17896,2129.5,8202776516.989341,88227623578.00067,99082020317.86882,87980551458.86938,21.65,N,0
21.0,178.0,68.0,Antigua and Barbuda,1984,Los Angeles,Athletics Men's 200 metres,705982135.9370849,1705.9,16987183971.433418,89356906.20447455,150426382.91926315,679263672.6139203,26.0,N,0
21.0,178.0,68.0,Antigua and Barbuda,1984,Los Angeles,Athletics Men's 4 x 100 metres Relay,705982135.9370849,1705.9,16987183971.433418,89356906.20447455,150426382.91926315,679263672.6139203,26.0,N,0
