Age,Height,Weight,Team,Year,Host_City,Event,GDP_adjustedPPP_Value,Cereal_yield_kg_per_hectare_Value,Military_expenditure_Value,Tax_revenue,Expense,Central_government_debt,Avg_Temp,Representing_Host,Medal_Binary
31.0,189.0,130.0,Finland,2000,Sydney,Athletics Men's Shot Put,138478455508.05,3498.7,1558135249.67754,33612944073.44804,47005702311.107574,80643230133.43272,1.7,N,0
30.0,187.0,76.0,France,2012,London,"Athletics Men's 1,500 metres",2474003939353.38,7254.5,60035153810.7707,561165982274.095,1189301291837.8616,1392711050916.0544,10.7,N,0
22.0,189.0,80.0,France,1976,Montreal,Athletics Men's Pole Vault,1026359782091.95,3440.8,13304260892.605,193366081697.45312,346555179961.181,684416454028.8142,10.7,N,0
26.0,170.0,65.0,Spain,2016,Rio de Janeiro,"Athletics Men's 5,000 metres",1706683528932.57,3430.3,14014439635.1839,236468870660.42044,336020820525.1822,1776906973515.4277,13.3,N,0
22.0,182.0,67.0,Spain,1980,Moskva,"Athletics Men's 1,500 metres",529657688852.408,2479.9,5508356432.6108,84259870851.92809,130873603409.63283,5974874214960.335,13.3,N,0
26.0,182.0,67.0,Spain,1984,Los Angeles,"Athletics Men's 1,500 metres",529657688852.408,2772.1,4851949869.22903,84259870851.92809,130873603409.63283,4458556756990.49,13.3,N,1
27.0,190.0,80.0,Italy,2012,London,Athletics Men's 110 metres Hurdles,2157547299764.22,5315.1,33732753946.4521,509866516166.9103,910165554189.9431,1676846295728.1265,13.45,N,0
18.0,168.0,60.0,Nicaragua,2004,Athina,Athletics Men's 100 metres,16725290659.0307,1798.1,32628065.155736305,2038508393.9182508,2161521023.009742,9418492822.539394,24.9,N,0
16.0,180.0,70.0,Nicaragua,1976,Montreal,Athletics Men's High Jump,8016955958.98988,1030.2,25234878.4843544,2105720612.3685136,5229229244.399977,5346016733.404563,24.9,N,0
26.0,177.03880070546737,72.56675508399647,Chad,1972,Munich,Athletics Men's 100 metres,4274296585.36667,482.6,39363259.9077325,670024667.0754765,973453116.2708617,2956671418.046538,26.55,N,0
23.0,176.0,64.0,Kuwait,1976,Montreal,Athletics Men's 400 metres Hurdles,58491055210.99,2133.3,627217134.7750678,8171061382.617006,13303034896.058306,39004100996.93768,25.35,N,0
23.0,176.0,64.0,Kuwait,1976,Montreal,Athletics Men's 4 x 100 metres Relay,58491055210.99,2133.3,627217134.7750678,8171061382.617006,13303034896.058306,39004100996.93768,25.35,N,0
27.0,176.0,64.0,Kuwait,1980,Moskva,Athletics Men's 400 metres Hurdles,58491055210.99,3188.4,950805965.290033,1579205557.84211,11031770882.533424,37548016861.710396,25.35,N,0
20.0,175.0,66.0,Bahrain,2016,Rio de Janeiro,Athletics Men's 400 metres,67319506542.178,3427.3765179559477,1505534574.46809,720246590.7991725,15722515384.554571,29578640206.959084,27.15,N,0
22.0,190.0,88.0,Pakistan,1996,Atlanta,Athletics Men's Hammer Throw,320959472424.112,2046.3,3547799671.27419,50445521561.74944,78137021166.11087,254258445804.8759,20.2,N,0
20.0,160.0,65.0,Kuwait,1980,Moskva,Athletics Men's Long Jump,58491055210.99,3188.4,950805965.290033,1579205557.84211,11031770882.533424,37548016861.710396,25.35,N,0
24.0,181.0,74.0,Pakistan,1992,Barcelona,Athletics Men's 400 metres Hurdles,254202267592.89105,1884.7,3388776372.65377,40254508949.260864,63140642782.60305,190424961123.8884,20.2,N,0
22.0,178.0,78.0,Lebanon,1988,Seoul,Athletics Men's 400 metres,10113293903.7241,1838.9,39317743.0784644,1206791628.1687357,2647525675.405831,9800678435.260939,16.4,N,0
22.0,178.0,78.0,Lebanon,1988,Seoul,Athletics Men's 800 metres,10113293903.7241,1838.9,39317743.0784644,1206791628.1687357,2647525675.405831,9800678435.260939,16.4,N,0
22.0,181.0,74.0,Azerbaijan,2008,Beijing,Athletics Men's 100 metres,120904275660.007,2741.5,1607799225.91952,19853903134.127605,22376683269.8933,5533230088.672555,11.95,N,0
25.0,163.0,57.0,Eritrea,2008,Beijing,"Athletics Men's 5,000 metres",5626561750.56509,252.2,181583668.998912,953192448.3874013,1381618452.737908,2935357685.022564,25.5,N,0
21.0,168.0,57.0,Tanzania,1964,Tokyo,Athletics Men's Marathon,24472777608.684,804.4,14629994.1480023,2802489183.0718994,4371935223.56945,17582655863.475075,22.35,N,0
29.0,168.0,57.0,Tanzania,1972,Munich,Athletics Men's 4 x 400 metres Relay,24472777608.684,668.0,53689677.86193279,2802489183.0718994,4371935223.56945,16928624542.22934,22.35,N,0
23.0,169.0,68.0,Kuwait,1972,Munich,Athletics Men's 100 metres,58491055210.99,2000.0,90743549.9119924,21894192797.556343,12105730689.15981,40460185132.164986,25.35,N,0
26.0,176.0,73.0,Sudan,1972,Munich,Athletics Men's 200 metres,29196493611.5874,537.3,107983917.288914,4576746260.156153,6649378938.205789,20196174141.049564,26.9,N,0
26.0,176.0,73.0,Sudan,1972,Munich,Athletics Men's 4 x 400 metres Relay,29196493611.5874,537.3,107983917.288914,4576746260.156153,6649378938.205789,20196174141.049564,26.9,N,0
21.0,176.0,74.0,Libya,1996,Atlanta,Athletics Men's 400 metres,87739393741.1357,678.0,1215813592.8421874,13790088341.54221,21360001666.483994,47115166084.21903,21.8,N,0
21.0,170.0,58.0,Sudan,2008,Beijing,"Athletics Men's 1,500 metres",134531896161.919,537.3,3228000000.0,22790967765.6875,33034694802.818054,70184822061.1612,26.9,N,0
23.0,194.0,96.0,"Egypt, Arab Rep.",2012,London,Athletics Men's Javelin Throw,879171913587.447,7269.0,4557748767.3503895,108884604166.22206,252229996487.70837,754228694552.1486,22.1,N,0
24.0,170.0,63.0,Algeria,1980,Moskva,"Athletics Men's 5,000 metres",171406013933.096,760.4,890174464.813874,45754775217.371574,43262808748.92719,118033065148.40639,22.5,N,0
19.0,170.0,63.0,Algeria,1988,Seoul,Athletics Men's 800 metres,171406013933.096,574.1,1028611425.2963301,45754775217.371574,43262808748.92719,118033065148.40639,22.5,N,0
23.0,170.0,63.0,Algeria,1992,Barcelona,Athletics Men's 800 metres,182196393561.67606,943.3,1053301642.6926099,48635137365.040985,45986296212.91892,125463502111.79877,22.5,N,0
27.0,176.0,56.0,Belgium,2016,Rio de Janeiro,"Athletics Men's 5,000 metres",535073861459.992,6984.8,4314102066.67306,123424994455.98041,220681838800.0724,312841747836.45404,9.55,N,0
27.0,176.0,56.0,Belgium,2016,Rio de Janeiro,"Athletics Men's 10,000 metres",535073861459.992,6984.8,4314102066.67306,123424994455.98041,220681838800.0724,312841747836.45404,9.55,N,0
30.0,178.0,66.0,Australia,2008,Beijing,"Athletics Men's 3,000 metres Steeplechase",794914787843.467,1332.7,18633092318.2741,193133807459.13123,193807202213.81894,146443076170.0066,21.65,N,0
34.0,178.0,66.0,Australia,2012,London,"Athletics Men's 3,000 metres Steeplechase",971875476831.276,2231.6,26216580848.4356,206389782581.1706,254216730568.8217,388542414040.51,21.65,N,0
19.0,177.0,65.0,Qatar,1992,Barcelona,"Athletics Men's 3,000 metres Steeplechase",50840308871.9479,3145.4,883391608.3916082,12968345564.53156,11931391171.8113,27518317693.57706,27.15,N,0
23.0,177.0,65.0,Qatar,1996,Atlanta,"Athletics Men's 3,000 metres Steeplechase",50840308871.9479,3377.8,834430569.4305693,12968345564.53156,11931391171.8113,27300731109.927708,27.15,N,0
21.0,170.0,57.0,Djibouti,1988,Seoul,"Athletics Men's 10,000 metres",2342710799.37195,1538.5,31059919.761874,372054873.5408912,567779803.4344182,1387251029.1949875,28.0,N,0
25.0,170.0,57.0,Djibouti,1992,Barcelona,Athletics Men's Marathon,2342710799.37195,1640.5,33625739.2204635,370982815.1095751,581899867.0892558,1268038323.7573588,28.0,N,0
23.0,178.0,61.0,United States,2000,Sydney,"Athletics Men's 10,000 metres",10284779000000.0,5854.3,301697000000.0,1329630000000.0032,1837639999999.9995,3410250000000.0034,8.55,N,0
27.0,178.0,61.0,United States,2004,Athina,"Athletics Men's 10,000 metres",12274928000000.0,6850.9,464676000000.0,1165100000000.0,2498699999999.9937,6922545000000.0,8.55,N,0
31.0,178.0,61.0,United States,2008,Beijing,"Athletics Men's 10,000 metres",14718582000000.0,6598.3,621131000000.0,1517800000000.0002,3366400000000.003,9425376000000.004,8.55,N,0
35.0,178.0,61.0,United States,2012,London,Athletics Men's Marathon,16197007000000.0,5911.9,684780000000.0,1586799999999.9995,3887200000000.0034,15251655000000.004,8.55,N,0
23.0,185.0,67.0,Comoros,1996,Atlanta,Athletics Men's 400 metres,807707957.846849,1295.3,24950583193.521687,126948268.25151166,196635087.04588136,433730995.38135797,25.55,N,0
25.0,179.0435754189944,71.0,Chad,1996,Atlanta,Athletics Men's 200 metres,5528559140.09869,601.3,24826410.6092831,868929174.1442425,1345918035.337393,2968780281.9869967,26.55,N,0
24.0,184.0,70.0,Iraq,1980,Moskva,Athletics Men's 4 x 400 metres Relay,130058550473.301,825.9,2976492817.81426,1158139067.4712062,32548625872.560814,33473003027.8709,21.4,N,0
23.0,169.0,60.0,Kuwait,1976,Montreal,Athletics Men's 200 metres,58491055210.99,2133.3,627217134.7750678,8171061382.617006,13303034896.058306,39004100996.93768,25.35,N,0
23.0,169.0,60.0,Kuwait,1976,Montreal,Athletics Men's 4 x 100 metres Relay,58491055210.99,2133.3,627217134.7750678,8171061382.617006,13303034896.058306,39004100996.93768,25.35,N,0
17.0,176.0,68.0,Qatar,1992,Barcelona,Athletics Men's 4 x 400 metres Relay,50840308871.9479,3145.4,883391608.3916082,12968345564.53156,11931391171.8113,27518317693.57706,27.15,N,0
17.0,168.0,54.0,Maldives,1988,Seoul,Athletics Men's Marathon,1440709436.83745,1000.0,22062050991.976982,195513729.9788192,239031096.8668524,443484045.03788507,27.65,N,0
24.0,173.0,64.0,Malaysia,1968,Mexico City,Athletics Men's 400 metres Hurdles,122990023115.151,2164.2,148306884.18343002,23833009985.085575,22985708865.375042,97822104779.98422,25.4,N,0
28.0,178.0,70.0,Iraq,1960,Roma,Athletics Men's Long Jump,130058550473.301,905.8,118726952.509219,1158139067.4712062,32548625872.560814,33473003027.8709,21.4,N,0
28.0,178.0,70.0,Iraq,1960,Roma,Athletics Men's Triple Jump,130058550473.301,905.8,118726952.509219,1158139067.4712062,32548625872.560814,33473003027.8709,21.4,N,0
27.0,177.0,68.0,Iraq,1960,Roma,Athletics Men's High Jump,130058550473.301,905.8,118726952.509219,1158139067.4712062,32548625872.560814,33473003027.8709,21.4,N,0
23.0,179.31578947368425,67.51190476190476,"Yemen, Rep.",1988,Seoul,Athletics Men's 800 metres,25921486205.8439,970.5,807070715.481137,4116690491.5846605,6282335978.7420845,15349572139.66014,23.85,N,0
21.0,172.0,66.0,Nigeria,1968,Mexico City,Athletics Men's 100 metres,206771443952.778,671.1,369039852.384059,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
21.0,172.0,66.0,Nigeria,1968,Mexico City,Athletics Men's 4 x 100 metres Relay,206771443952.778,671.1,369039852.384059,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
25.0,172.0,66.0,Nigeria,1972,Munich,Athletics Men's 100 metres,206771443952.778,654.9,904095638.3617448,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
25.0,172.0,66.0,Nigeria,1972,Munich,Athletics Men's 4 x 100 metres Relay,206771443952.778,654.9,904095638.3617448,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
27.0,164.0,55.0,Qatar,2008,Beijing,"Athletics Men's 10,000 metres",159753613042.328,4921.9,2317500000.0,25437874970.90821,22785830101.837658,83342903986.93698,27.15,N,0
48.0,165.0,65.0,United Arab Emirates,1984,Los Angeles,Athletics Men's 100 metres,132740473418.44,1613.4,3335766741.48489,1317231960.893102,8035940524.654608,2513470583.9536066,27.0,N,0
25.51173708920188,180.0,76.0,Iraq,1960,Roma,Athletics Men's Pole Vault,130058550473.301,905.8,118726952.509219,1158139067.4712062,32548625872.560814,33473003027.8709,21.4,N,0
18.0,150.0,60.0,Kuwait,1980,Moskva,Athletics Men's Discus Throw,58491055210.99,3188.4,950805965.290033,1579205557.84211,11031770882.533424,37548016861.710396,25.35,N,0
19.0,181.0,66.0,Kuwait,1988,Seoul,Athletics Men's 110 metres Hurdles,58491055210.99,5274.7,1704123944.10617,719335029.4314737,23130167213.972637,34635848591.255806,25.35,N,0
23.0,181.0,66.0,Kuwait,1992,Barcelona,Athletics Men's 110 metres Hurdles,58491055210.99,5939.1,6316012045.43982,50193987.992028005,53958537091.4301,31659434713.165016,25.35,N,0
34.0,190.0,125.0,Uzbekistan,2000,Sydney,Athletics Men's Hammer Throw,48906344560.0521,2694.6,115375384.615385,7926680943.894037,9174013778.045626,26733454677.571964,12.05,N,0
23.0,173.0,68.0,Japan,1968,Mexico City,Athletics Men's 4 x 100 metres Relay,2416532179883.48,5227.3,1168194444.4444401,253662542778.30984,266043660862.7369,1278202236033.5024,11.15,N,0
23.0,173.0,68.0,Japan,1968,Mexico City,Athletics Men's Long Jump,2416532179883.48,5227.3,1168194444.4444401,253662542778.30984,266043660862.7369,1278202236033.5024,11.15,N,0
21.0,160.0,50.0,Ethiopia,1992,Barcelona,"Athletics Men's 5,000 metres",18156988059.4615,1313.0,255343443.354148,1016933137.8707155,2068875449.3402538,8058284385.155257,22.2,N,0
21.0,160.0,50.0,Ethiopia,1992,Barcelona,"Athletics Men's 10,000 metres",18156988059.4615,1313.0,255343443.354148,1016933137.8707155,2068875449.3402538,8058284385.155257,22.2,N,1
22.0,184.0,85.0,Germany,2008,Beijing,Athletics Men's Decathlon,3122546169495.16,7118.8,48081444318.3067,355685817057.75464,877609851767.6116,597238371361.7169,8.5,N,0
30.0,184.0,85.0,Germany,2016,Rio de Janeiro,Athletics Men's Decathlon,4110955131099.1,7182.1,41579494873.8205,459681479852.77356,1134540349745.061,786287860600.527,8.5,N,0
37.0,174.0,63.0,Spain,1988,Seoul,Athletics Men's Marathon,529657688852.408,3017.9,8900414226.53907,84259870851.92809,130873603409.63283,2942239299020.646,13.3,N,0
22.0,166.0,58.0,Ethiopia,2000,Sydney,Athletics Men's Marathon,32597956575.1223,1116.3,617541613.6279,3091702770.6386933,5325184511.434858,26146922411.35669,22.2,N,1
24.0,192.0,68.0,Ethiopia,2016,Rio de Janeiro,Athletics Men's Marathon,177814369742.52698,2484.0,468729993.231996,14630192601.985615,18252399589.788216,19085320908.742203,22.2,N,0
24.0,173.0,66.0,Italy,1972,Munich,Athletics Men's 200 metres,1051994753957.28,2926.8,3708413151.08879,132468679333.42816,280968534407.3865,753853788281.6494,13.45,N,0
30.0,179.31578947368425,67.51190476190476,Nigeria,1972,Munich,Athletics Men's 800 metres,206771443952.778,654.9,904095638.3617448,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
30.0,178.18832116788317,65.05109489051095,Nigeria,1972,Munich,"Athletics Men's 1,500 metres",206771443952.778,654.9,904095638.3617448,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
19.0,169.0,62.0,Japan,2008,Beijing,Athletics Men's 4 x 400 metres Relay,4456434357160.63,6262.4,46361468280.4594,398030519090.74005,689240780161.7975,6257432551242.28,11.15,N,0
26.0,175.0,61.0,Somalia,1972,Munich,Athletics Men's 800 metres,1003200344298.0536,494.2,13200000.0,157258384689.4295,228474669901.07492,693946647201.6123,27.05,N,0
26.0,175.0,61.0,Somalia,1972,Munich,"Athletics Men's 1,500 metres",1003200344298.0536,494.2,13200000.0,157258384689.4295,228474669901.07492,693946647201.6123,27.05,N,0
25.0,168.0,59.0,Maldives,1988,Seoul,Athletics Men's 4 x 100 metres Relay,1440709436.83745,1000.0,22062050991.976982,195513729.9788192,239031096.8668524,443484045.03788507,27.65,N,0
27.0,182.723292469352,73.95621716287215,Cameroon,1984,Los Angeles,Athletics Men's 400 metres Hurdles,22865519750.5969,1076.6,127243641.82288,3650478785.114016,5575023180.627467,14109179559.467993,24.6,N,0
27.0,180.8978622327791,72.42777777777778,Cameroon,1984,Los Angeles,Athletics Men's 4 x 400 metres Relay,22865519750.5969,1076.6,127243641.82288,3650478785.114016,5575023180.627467,14109179559.467993,24.6,N,0
30.0,182.0,79.0,Syrian Arab Republic,2000,Sydney,Athletics Men's 400 metres Hurdles,1693393843737.1672,1148.6,897044908.6541961,269726002562.72433,404719752715.28656,925652243692.8317,17.75,N,0
40.0,172.5433357611071,60.15709090909091,Niger,1988,Seoul,Athletics Men's Marathon,4631714376.00245,475.2,14206327.438118301,735580297.3645319,1122543114.871905,2742698986.4771914,27.15,N,0
21.0,190.0,65.0,Qatar,2004,Athina,Athletics Men's Triple Jump,76191056353.0291,4121.6,772362637.362637,19434814021.320126,17880798077.58805,42905377971.12862,27.15,N,0
25.0,190.0,65.0,Qatar,2008,Beijing,Athletics Men's Triple Jump,159753613042.328,4921.9,2317500000.0,25437874970.90821,22785830101.837658,83342903986.93698,27.15,N,0
23.0,175.0,75.0,Libya,1988,Seoul,Athletics Men's Triple Jump,87739393741.1357,659.9,926395797.2800835,13934229121.095139,21264534975.957012,51955437393.708755,21.8,N,0
31.0,180.0,64.0,Algeria,2012,London,"Athletics Men's 5,000 metres",503922815738.212,1677.6,9326287144.03632,187382369380.00125,148809345596.19888,238525763155.13757,22.5,N,0
22.0,193.0,78.0,Nigeria,1972,Munich,Athletics Men's 110 metres Hurdles,206771443952.778,654.9,904095638.3617448,2045297960.4933302,15265762331.52702,88583822181.54564,26.8,N,0
33.0,178.0,61.0,Switzerland,2016,Rio de Janeiro,Athletics Men's Marathon,537701102934.591,5132.6,4571348246.67311,52411251806.17957,93610556062.22389,106293473486.04167,5.5,N,0
22.0,179.0,72.0,Costa Rica,1984,Los Angeles,Athletics Men's 100 metres,15610557372.7543,2323.6,0.0,2297375644.0359235,3125733264.749164,4722818601.181453,24.8,N,0
22.0,179.0,72.0,Costa Rica,1984,Los Angeles,Athletics Men's 200 metres,15610557372.7543,2323.6,0.0,2297375644.0359235,3125733264.749164,4722818601.181453,24.8,N,0
23.0,173.0,65.0,Panama,1976,Montreal,Athletics Men's 100 metres,12542238220.154,1014.1,103800000.0,1981143799.7984755,2942693435.242707,8363650211.16292,25.4,N,0
23.0,173.0,65.0,Panama,1976,Montreal,Athletics Men's 200 metres,12542238220.154,1014.1,103800000.0,1981143799.7984755,2942693435.242707,8363650211.16292,25.4,N,0
30.0,164.0,59.0,Russian Federation,1964,Tokyo,Athletics Men's Marathon,1188578475445.01,1743.2,7766720078.413421,133630364335.37096,321485421614.6354,1710946824072.3472,-5.1,N,0
23.0,173.0,61.0,Russian Federation,1980,Moskva,"Athletics Men's 5,000 metres",1188578475445.01,1743.2,7766720078.413421,133630364335.37096,321485421614.6354,1710946824072.3472,-5.1,Y,0
31.0,186.0,115.0,Georgia,2016,Rio de Janeiro,Athletics Men's Shot Put,37251680205.7001,2517.2,350480637.771883,8743322140.551687,9569836916.94732,16533251276.119339,5.8,N,0
20.0,176.0,68.0,Portugal,1988,Seoul,Athletics Men's 800 metres,117431345199.761,1642.0,1347837652.2723699,19945784570.273155,34983514175.32011,9682127743.462946,15.15,N,0
20.0,176.0,68.0,Portugal,1988,Seoul,Athletics Men's 4 x 400 metres Relay,117431345199.761,1642.0,1347837652.2723699,19945784570.273155,34983514175.32011,9682127743.462946,15.15,N,0
24.0,176.0,68.0,Portugal,1992,Barcelona,Athletics Men's 800 metres,131004998680.181,1805.4,2532649406.11792,26232823415.065147,46998859537.95361,10801265455.11367,15.15,N,0
28.0,176.0,68.0,Portugal,1996,Atlanta,Athletics Men's 800 metres,149978585246.519,2462.4,2600849532.86091,30913612960.75816,55206975372.71554,8484060283.884958,15.15,N,0
21.0,183.0,72.0,Portugal,2008,Beijing,Athletics Men's 200 metres,281180766111.031,3589.7,4812099461.67649,59137835849.51939,113225521419.54398,15905967951.583357,15.15,N,0
25.0,183.0,72.0,Portugal,2012,London,Athletics Men's 200 metres,278160762011.107,4091.6,4137254045.38645,58087141021.27869,122755400579.45364,15735130916.421167,15.15,N,0
26.0,174.0,68.0,Portugal,1988,Seoul,Athletics Men's 4 x 100 metres Relay,117431345199.761,1642.0,1347837652.2723699,19945784570.273155,34983514175.32011,9682127743.462946,15.15,N,0
21.0,168.0,62.0,Ethiopia,2012,London,Athletics Men's Marathon,115941272342.921,2046.8,366539017.667525,10872502627.796568,9816028513.209661,18640655747.099762,22.2,N,0
24.0,180.0,59.0,United States,1988,Seoul,"Athletics Men's 3,000 metres Steeplechase",5979589000000.0,3706.9,293093000000.0,631640832933.3733,1253650808073.4414,2333054044102.4277,8.55,N,0
27.0,173.0,74.0,Bangladesh,2008,Beijing,Athletics Men's 100 metres,321872885295.823,4102.5,1030020018.23876,24642684282.958412,30348690003.824345,100438670348.63686,25.0,N,0
28.0,168.0,67.0,Jordan,2012,London,Athletics Men's Marathon,73021615522.1768,1556.3,1472816901.40845,11167930737.298164,25009994797.53566,41106648730.74508,18.3,N,0
32.0,168.0,67.0,Jordan,2016,Rio de Janeiro,Athletics Men's Marathon,85650106002.8077,1530.7,1769577464.7887301,13099332911.7883,26715980641.812286,50077065605.82834,18.3,N,0
33.0,180.0,76.0,West Bank and Gaza,1996,Atlanta,"Athletics Men's 10,000 metres",5496989952.472071,1622.6,24950583193.521687,271562904.7788889,475219076.5957127,2951827947.8671556,0.0,N,0
18.0,172.0,63.0,Sudan,2004,Athina,Athletics Men's 400 metres,84934772806.8311,537.3,1240766949.07039,13624555984.22533,20476378054.679695,47829216506.51383,26.9,N,0
22.0,172.0,63.0,Sudan,2008,Beijing,Athletics Men's 400 metres,134531896161.919,537.3,3228000000.0,22790967765.6875,33034694802.818054,70184822061.1612,26.9,N,0
20.0,190.0,80.0,Peru,1968,Mexico City,Athletics Men's High Jump,74929754328.6491,1522.3,113178294.573643,9481303912.92752,9481303912.92752,141801776844.39368,19.6,N,0
21.0,182.0,77.0,Peru,1964,Tokyo,Athletics Men's High Jump,74929754328.6491,1539.2,120432513.04996298,9481303912.92752,9481303912.92752,141801776844.39368,19.6,N,0
25.0,182.0,77.0,Peru,1968,Mexico City,Athletics Men's High Jump,74929754328.6491,1522.3,113178294.573643,9481303912.92752,9481303912.92752,141801776844.39368,19.6,N,0
23.0,170.0,67.0,West Bank and Gaza,2016,Rio de Janeiro,Athletics Men's 100 metres,23283344193.3981,1807.8,61606632362.78845,1419691391.7854695,1785807226.7167716,13613077777.833195,0.0,N,0
27.0,163.0,51.0,Japan,2004,Athina,Athletics Men's Marathon,3877296189990.9,5942.3,45339809414.6571,362631650297.64667,594810783752.215,5035606325294.839,11.15,N,0
22.0,194.0,125.0,France,1972,Munich,Athletics Men's Hammer Throw,1026359782091.95,4168.7,7531246911.71805,191676161211.1877,307961698763.933,709966791432.5177,10.7,N,0
26.0,194.0,125.0,France,1976,Montreal,Athletics Men's Hammer Throw,1026359782091.95,3440.8,13304260892.605,193366081697.45312,346555179961.181,684416454028.8142,10.7,N,0
21.0,180.8978622327791,72.42777777777778,Cuba,2012,London,Athletics Men's 4 x 400 metres Relay,3709784156444.277,2803.2,126872246.696035,608378283465.1411,942114184906.819,2088378805307.6526,25.2,N,0
23.0,167.0,58.0,Chile,1960,Roma,"Athletics Men's 5,000 metres",59884081815.8211,1441.3,126791042.64183,9715156966.770834,19430313933.54173,43024180544.7595,8.45,N,0
23.0,190.0,74.0,Italy,1972,Munich,Athletics Men's 110 metres Hurdles,1051994753957.28,2926.8,3708413151.08879,132468679333.42816,280968534407.3865,753853788281.6494,13.45,N,0
22.0,175.0,65.0,Peru,1968,Mexico City,Athletics Men's 200 metres,74929754328.6491,1522.3,113178294.573643,9481303912.92752,9481303912.92752,141801776844.39368,19.6,N,0
26.0,175.0,65.0,Peru,1972,Munich,Athletics Men's 400 metres,74929754328.6491,1698.3,276485788.113695,9481303912.92752,9481303912.92752,141801776844.39368,19.6,N,0
22.0,179.0,65.0,"Venezuela, RB",2008,Beijing,Athletics Men's 200 metres,483722779984.419,3428.4,5660456450.861671,81947185765.41011,118779522639.91971,252356490978.7294,25.35,N,0
25.0,167.0,52.0,Uganda,1984,Los Angeles,Athletics Men's Marathon,8670698675.06957,1041.9,75215039.1157124,1120993935.6459818,1116774191.5519094,5350258636.014789,22.8,N,0
25.0,188.0,75.0,United Kingdom,2000,Sydney,Athletics Men's Triple Jump,1545932373238.86,7164.8,35254814799.1243,405482360889.91895,501564198866.16943,662625583026.0314,8.45,N,0
33.0,188.0,75.0,United Kingdom,2008,Beijing,Athletics Men's Triple Jump,2240967890424.7,7420.2,65619450480.3609,594831628166.8146,890485983146.4277,1251797443604.0916,8.45,N,0
19.0,168.0,55.0,Uganda,1996,Atlanta,"Athletics Men's 1,500 metres",15243484570.0763,1204.9,135393564.545733,1970758574.5426128,1963340071.559386,8185596874.994759,22.8,N,0
23.0,168.0,55.0,Uganda,2000,Sydney,"Athletics Men's 1,500 metres",19997947089.6812,1539.4,141303025.88052198,2585440718.5614676,2575708374.919093,10931387675.274353,22.8,N,0
28.0,191.0,110.0,"Egypt, Arab Rep.",1984,Los Angeles,Athletics Men's Shot Put,213933012068.196,4347.5,3742137511.2321296,39462516688.14926,81192994105.50232,183529994441.47437,22.1,N,0
32.0,191.0,110.0,"Egypt, Arab Rep.",1988,Seoul,Athletics Men's Shot Put,213933012068.196,5028.8,4453565066.33562,30697303468.681625,68781547143.02953,183529994441.47437,22.1,N,0
24.0,191.0,75.0,Germany,1996,Atlanta,Athletics Men's Long Jump,1974932975184.16,6282.0,38989886648.8428,214734694505.24738,639219385165.8583,719793039410.876,8.5,N,0
24.0,180.0,83.0,Slovenia,2000,Sydney,Athletics Men's 4 x 100 metres Relay,35900843296.8348,4803.1,222391556.805474,7195929763.250112,14531898118.712305,19624316145.404507,8.9,N,0
22.0,185.0,61.0,Ecuador,1984,Los Angeles,Athletics Men's 800 metres,49335679711.4961,1851.3,193000000.0,7876438152.309878,12028922194.800446,30442604031.326656,21.85,N,0
23.0,180.0,71.0,Mexico,1988,Seoul,Athletics Men's 4 x 100 metres Relay,545539459079.817,2180.5,981914645.5736848,62256755635.49172,129839119413.68974,254367905610.32648,21.0,N,0
27.0,178.0,79.0,Cameroon,2012,London,Athletics Men's 100 metres,64915775225.7419,1591.8,354447463.111647,10645726607.31266,16485614818.898893,36543562480.86783,24.6,N,0
27.0,172.0,70.0,Seychelles,1992,Barcelona,Athletics Men's 400 metres,743102478.213174,2333.5536235383247,20499884.8101711,265411557.1425573,357975283.5408637,1314729140.616931,27.15,N,0
24.0,182.0,82.0,United Kingdom,1992,Barcelona,Athletics Men's 100 metres,1003545861047.04,6326.9,40774938835.3979,243664106181.74246,377740950589.3604,305075433528.1706,8.45,N,0
24.0,182.0,82.0,United Kingdom,1992,Barcelona,Athletics Men's 200 metres,1003545861047.04,6326.9,40774938835.3979,243664106181.74246,377740950589.3604,305075433528.1706,8.45,N,0
24.0,182.0,82.0,United Kingdom,1992,Barcelona,Athletics Men's 4 x 100 metres Relay,1003545861047.04,6326.9,40774938835.3979,243664106181.74246,377740950589.3604,305075433528.1706,8.45,N,0
30.0,154.0,64.0,Sudan,1996,Atlanta,Athletics Men's Marathon,45567647515.1735,537.3,106332797.671871,7161912773.2345915,11093363942.46736,24469365346.640022,26.9,N,0
23.0,180.0,79.0,St. Kitts and Nevis,2012,London,Athletics Men's 100 metres,1241385837.8813,3186.3629955638753,63982522731.993225,229203695.63616955,313904986.9948384,1239972376.618708,24.5,N,0
23.0,180.0,79.0,St. Kitts and Nevis,2012,London,Athletics Men's 200 metres,1241385837.8813,3186.3629955638753,63982522731.993225,229203695.63616955,313904986.9948384,1239972376.618708,24.5,N,0
